"","Breast","CNS","Colon","Leukemia","Melanoma","Non-Small Cell Lung","Ovarian","Renal"
"TSPAN13",0.5,0.833333333333333,0.571428571428571,0.5,0.888888888888889,0.666666666666667,0.714285714285714,0.5
"TSPAN15",0.5,0.833333333333333,0.571428571428571,0.666666666666667,1,0.666666666666667,0.857142857142857,0.875
"BPNT1",0,0,0,0,0,0,0,0
"FADS2",0.833333333333333,0.833333333333333,0.428571428571429,0.333333333333333,0.777777777777778,0.777777777777778,0.857142857142857,0.75
"DDAH2",0,0.166666666666667,0,0.166666666666667,0,0.111111111111111,0,0
"ABHD16A",1,1,0.857142857142857,0.833333333333333,1,1,1,0.875
"GPANK1",0.5,0.833333333333333,0.857142857142857,0.833333333333333,0.777777777777778,0.777777777777778,1,0.875
"C6orf47",0.333333333333333,0.333333333333333,0.142857142857143,0.333333333333333,0.333333333333333,0.333333333333333,0.285714285714286,0.375
"TXNDC12",0,0,0,0,0,0,0,0
"TRUB2",0.666666666666667,0.666666666666667,0.142857142857143,0.166666666666667,0,0.333333333333333,0.428571428571429,0.5
"ECD",0,0,0,0,0,0,0,0
"SYF2",0,0,0,0,0,0,0,0
"ITGBL1",0.833333333333333,0.5,1,1,0.888888888888889,0.777777777777778,0.714285714285714,0.75
"EFEMP2",0.833333333333333,0.833333333333333,1,1,1,1,1,1
"MBD3",0,0,0,0,0,0,0,0
"TOP3B",0,0,0,0.166666666666667,0,0,0,0
"NUDT3",0,0,0,0,0,0,0,0
"FAM107A",0.833333333333333,1,1,1,0.777777777777778,1,0.714285714285714,0.875
"AGR2",0.166666666666667,0,0,0.5,0.111111111111111,0.111111111111111,0.142857142857143,0.5
"GAS8",0.333333333333333,0.166666666666667,0.285714285714286,0.666666666666667,0.444444444444444,0.444444444444444,1,0.25
"PTTG1",0,0,0.142857142857143,0,0,0.222222222222222,0.142857142857143,0.25
"BCL10",0,0,0,0,0,0,0,0
"NDUFB10",0.166666666666667,0.333333333333333,0,0,0,0.111111111111111,0,0.25
"CLPTM1",0.333333333333333,0,0.285714285714286,0.333333333333333,0,0.444444444444444,0.428571428571429,0.5
"ZBED1",0.166666666666667,0,0.285714285714286,0,0.111111111111111,0,0.285714285714286,0.375
"MOCS2",0,0,0,0,0,0,0,0
"TOMM40",0.333333333333333,0.5,0.142857142857143,0,0.555555555555556,0.444444444444444,0.571428571428571,0.375
"PEX11B",0.833333333333333,0.666666666666667,0.857142857142857,0.166666666666667,0.666666666666667,0.888888888888889,1,0.375
"PAK4",0,0,0,0.166666666666667,0,0,0,0
"CHEK2",0,0,0,0,0,0,0,0
"APBA3",0.166666666666667,1,0.571428571428571,0.333333333333333,0.333333333333333,0.666666666666667,0.571428571428571,0.5
"ACTL6A",0,0,0,0,0,0,0,0
"WHSC1",0,0,0,0,0,0,0,0
"CYB5A",0,0.166666666666667,0,0.5,0.222222222222222,0,0.142857142857143,0
"ADH1C",0.666666666666667,0.833333333333333,0.714285714285714,0.833333333333333,0.444444444444444,0.888888888888889,0.714285714285714,0.75
"LDHA",0,0,0,0,0,0,0,0
"ALDH1A1",0,0,0,0,0,0,0,0
"GLUD1",0,0,0,0,0,0,0,0
"DHFR",0,0,0,0,0,0,0,0
"CYB5R3",0,0,0,0,0,0,0,0
"GSR",0,0,0,0,0,0,0,0
"MT-CO2",0.166666666666667,0.5,0,0,0,0.111111111111111,0,0.25
"MT-CO3",0,0.5,0.142857142857143,0.166666666666667,0.111111111111111,0,0.142857142857143,0.25
"PAH",0,0,0.285714285714286,0,0,0.111111111111111,0.142857142857143,0.125
"SOD1",0,0,0,0,0,0,0,0
"CP",0.333333333333333,0.333333333333333,0.142857142857143,0.333333333333333,0.333333333333333,0.222222222222222,0,0.25
"OTC",0.333333333333333,0.166666666666667,0,0.166666666666667,0.111111111111111,0.111111111111111,0.142857142857143,0.75
"F13A1",0,0,0,0,0.111111111111111,0,0,0
"PNP",0,0,0,0,0,0,0,0
"HPRT1",0,0,0,0,0,0,0,0
"GOT2",0,0,0,0,0,0,0,0
"ABL1",0.166666666666667,0,0,0,0,0.222222222222222,0,0
"EGFR",0,0,0.142857142857143,0.5,0.444444444444444,0.222222222222222,0,0
"PGK1",0,0,0,0,0,0,0,0
"AK1",0,0,0,0,0,0,0,0
"C1R",1,0.666666666666667,0.857142857142857,1,0.777777777777778,0.666666666666667,0.857142857142857,1
"F10",0.5,0.666666666666667,0.571428571428571,1,0.777777777777778,0.777777777777778,0.571428571428571,0.625
"PLAU",0.5,0,0.428571428571429,0.666666666666667,0.777777777777778,0,0,0.125
"PLAT",0.333333333333333,0.166666666666667,0.428571428571429,0.333333333333333,0,0.555555555555556,0.571428571428571,0.5
"CFB",0.666666666666667,1,0.857142857142857,1,0.555555555555556,0.888888888888889,0.571428571428571,0.875
"ADA",0,0,0,0,0,0,0,0
"MT-ATP6",0.5,0.833333333333333,0.142857142857143,0.5,0.666666666666667,0.555555555555556,0.714285714285714,0.75
"CA1",1,1,0.857142857142857,0.833333333333333,1,1,1,1
"CA2",0.5,0.333333333333333,0.142857142857143,0.5,0.555555555555556,0.111111111111111,0,0.125
"ASS1",0,0,0,0,0.111111111111111,0,0,0.125
"OAS1",0.5,0.666666666666667,0.428571428571429,0.666666666666667,0.444444444444444,0.777777777777778,0.857142857142857,0.375
"SERPINC1",1,1,0.857142857142857,1,1,0.777777777777778,0.857142857142857,1
"SERPI1",0.166666666666667,0.5,0.285714285714286,0.5,0.111111111111111,0.333333333333333,0.142857142857143,0.125
"SERPI3",0.5,0.5,0.571428571428571,0.333333333333333,0.333333333333333,0.444444444444444,0.571428571428571,0.625
"AGT",1,0.833333333333333,0.857142857142857,0.833333333333333,1,0.888888888888889,1,1
"A2M",0.166666666666667,0.333333333333333,0.428571428571429,0,0,0,0.142857142857143,0.75
"C3",0,0.166666666666667,0.142857142857143,0.5,0,0.111111111111111,0,0
"TIMP1",0.333333333333333,0,0,0.166666666666667,0.222222222222222,0.333333333333333,0.285714285714286,0.25
"CST3",0.166666666666667,0,0.142857142857143,0.666666666666667,0.111111111111111,0,0.428571428571429,0.375
"CST4",0.333333333333333,1,1,1,0.777777777777778,1,0.857142857142857,0.875
"CST1",0.666666666666667,1,0.571428571428571,0.833333333333333,0.666666666666667,1,0.857142857142857,1
"CSTA",1,1,0.857142857142857,0.833333333333333,0.888888888888889,1,1,1
"MYC",0,0.333333333333333,0,0,0,0,0,0.5
"NRAS",0,0,0,0,0,0,0,0
"HRAS",0.5,0.5,0.571428571428571,0.666666666666667,1,0.666666666666667,0.571428571428571,0.625
"KRAS",0.333333333333333,0.833333333333333,0.714285714285714,0,0.333333333333333,0.222222222222222,1,0.625
"LDLR",0.166666666666667,0.166666666666667,0.142857142857143,0,0.444444444444444,0,0.142857142857143,0
"TGFB1",0.5,0.166666666666667,0.428571428571429,0.333333333333333,0.666666666666667,0.777777777777778,0.571428571428571,0.5
"IGF2",0.166666666666667,0,0.285714285714286,0.833333333333333,0.111111111111111,0,0,0
"IL1A",0.666666666666667,0.833333333333333,0.428571428571429,1,0.777777777777778,0.666666666666667,0.571428571428571,0.75
"IL1B",0.5,1,1,1,0.666666666666667,0.777777777777778,1,1
"IL2RA",1,1,1,0.833333333333333,1,1,1,1
"IGJ",1,0.666666666666667,0.714285714285714,0.666666666666667,0.777777777777778,0.777777777777778,0.857142857142857,0.875
"PIGR",0.333333333333333,1,0.714285714285714,0.333333333333333,0.555555555555556,0.777777777777778,0.428571428571429,0.625
"HLA-B",1,1,1,1,1,0.888888888888889,1,0.875
"HLA-A",1,1,1,0.833333333333333,0.888888888888889,0.888888888888889,0.857142857142857,1
"HLA-DRA",0.666666666666667,0.5,1,0.666666666666667,0.555555555555556,0.888888888888889,0.714285714285714,0.625
"HLA-DRB1",0.833333333333333,0.5,1,0.5,0.333333333333333,0.777777777777778,0.714285714285714,0.75
"HBZ",0,0,0,0,0,0,0,0
"HBD",0.666666666666667,0.833333333333333,1,0.833333333333333,1,0.888888888888889,0.571428571428571,0.875
"HBE1",0.166666666666667,0.5,0.428571428571429,0.333333333333333,0.666666666666667,0.888888888888889,0.714285714285714,0.625
"MB",0.166666666666667,1,0.857142857142857,0.666666666666667,0.777777777777778,0.333333333333333,0.428571428571429,0.875
"COL1A1",0,0,0,0,0,0,0,0
"COL2A1",0.666666666666667,0.333333333333333,0.571428571428571,0.666666666666667,0.555555555555556,0.555555555555556,0.857142857142857,0.75
"COL3A1",0.166666666666667,0.333333333333333,0.142857142857143,0.166666666666667,0.222222222222222,0.222222222222222,0.142857142857143,0
"COL4A1",0.166666666666667,0,0.428571428571429,0.833333333333333,0.444444444444444,0.222222222222222,0.142857142857143,0
"CRYAB",0.333333333333333,0.166666666666667,0.428571428571429,0.166666666666667,0,0,0,0
"LM",0,0,0,0,0,0,0,0
"SPTA1",0,0,0,0,0,0,0,0
"APOE",0,0,0,0,0,0,0,0.125
"APOC1",1,1,0.571428571428571,0.833333333333333,0.666666666666667,0.333333333333333,0.857142857142857,1
"APOC2",1,0.833333333333333,0.571428571428571,0.833333333333333,0.444444444444444,0.777777777777778,0.857142857142857,0.5
"APOC3",0.333333333333333,0.5,0.857142857142857,0.5,0.444444444444444,0.333333333333333,0.714285714285714,0.875
"FGA",0.666666666666667,1,1,0.833333333333333,0.777777777777778,0.777777777777778,1,1
"FGB",1,0.833333333333333,0.857142857142857,1,1,0.777777777777778,1,0.75
"FGG",0.666666666666667,0.5,0.428571428571429,0,0.444444444444444,0.333333333333333,0.857142857142857,0.5
"MBP",0.166666666666667,0.666666666666667,0,0.333333333333333,0.333333333333333,0.222222222222222,0.142857142857143,0
"PMP2",1,1,1,1,0.888888888888889,1,1,1
"GYPA",1,1,1,0.833333333333333,1,1,1,1
"LRG1",0.833333333333333,1,0.714285714285714,0.5,1,0.888888888888889,0.571428571428571,1
"FN1",0,0,0,0,0,0,0,0
"RBP4",0.5,0,0.285714285714286,0.833333333333333,0.333333333333333,0.111111111111111,0.142857142857143,0.375
"TFRC",0,0,0,0,0,0,0,0
"FTL",0.666666666666667,0.166666666666667,0.857142857142857,0,0.222222222222222,0.333333333333333,0.428571428571429,0.25
"FTH1",0,0,0,0,0,0,0,0
"MT2A",0,0,0,0,0,0,0,0.125
"ESR1",0.666666666666667,0.833333333333333,0.857142857142857,0.833333333333333,0.777777777777778,1,0.714285714285714,0.875
"MT-ND1",1,1,1,1,0.666666666666667,1,1,0.875
"MT-ND4",1,1,1,0.666666666666667,0.666666666666667,1,1,0.875
"MT-ND5",1,1,0.714285714285714,1,0.555555555555556,0.888888888888889,1,0.875
"MT-ATP8",1,0.833333333333333,0.428571428571429,0.166666666666667,0.555555555555556,0.666666666666667,0.571428571428571,0.75
"MMP1",0.833333333333333,0.666666666666667,1,1,0.777777777777778,0.777777777777778,0.714285714285714,0.75
"SLPI",0.666666666666667,1,0.714285714285714,0.833333333333333,1,0.444444444444444,0.428571428571429,1
"VTN",0.5,0.833333333333333,0.285714285714286,0.5,0.222222222222222,0.333333333333333,0.285714285714286,0.25
"HMGCR",0.833333333333333,1,1,1,1,1,1,0.875
"CAT",0,0,0,0,0,0,0,0
"RAF1",0,0,0,0,0,0,0,0
"DNTT",1,0.666666666666667,0.571428571428571,0.333333333333333,0.777777777777778,0.666666666666667,0.571428571428571,0.625
"GBA",0,0,0,0,0,0,0,0
"FUCA1",0,0,0,0,0,0,0,0
"ALDOA",0,0,0,0,0,0,0,0
"CSTB",0,0,0,0,0,0,0,0
"ANXA1",0,0,0,0,0,0,0,0
"APOB",0,0,0,0,0,0,0,0
"NR3C1",0,0,0.142857142857143,0,0,0,0,0
"TFF1",0.833333333333333,1,0.857142857142857,1,1,1,0.857142857142857,0.875
"PRNP",0.166666666666667,0.166666666666667,0.285714285714286,0.5,0,0.222222222222222,0.428571428571429,0.625
"SOD2",0,0,0.142857142857143,0,0,0,0,0
"OAT",0,0,0,0,0,0,0,0
"TK1",0,0,0,0,0,0,0,0
"THY1",0.666666666666667,0.166666666666667,0.714285714285714,0.833333333333333,0.777777777777778,0.666666666666667,0.857142857142857,0.75
"CD74",0.833333333333333,0.333333333333333,0.857142857142857,0.166666666666667,0.111111111111111,0.555555555555556,0.571428571428571,0.625
"CD3D",1,0.833333333333333,0.857142857142857,0.666666666666667,0.666666666666667,0.888888888888889,0.714285714285714,0.75
"KRT6B",0.5,1,0.428571428571429,0.666666666666667,1,0.666666666666667,0.571428571428571,0.5
"KRT1",0,0,0,0.166666666666667,0.111111111111111,0,0,0
"S100B",0.333333333333333,0,0.142857142857143,0.166666666666667,0,0.333333333333333,0.285714285714286,0.625
"TUBB4A",0,0,0.285714285714286,0,0,0,0,0
"GAPDH",0,0,0,0,0,0,0,0
"ASL",0,0,0,0,0,0,0,0
"HLA-DPB1",0.666666666666667,0.833333333333333,1,0.5,1,1,1,0.875
"ERBB2",0.333333333333333,0.666666666666667,0.428571428571429,0.5,0.666666666666667,0.333333333333333,0.714285714285714,0.625
"NTRK1",0.666666666666667,0.5,0.714285714285714,0.333333333333333,0.666666666666667,0.777777777777778,0.571428571428571,0.5
"CAPNS1",0,0,0,0,0,0,0,0
"TP53",0,0,0,0.166666666666667,0.222222222222222,0.444444444444444,0.285714285714286,0.125
"MT1A",0.833333333333333,1,0.714285714285714,1,1,0.555555555555556,0.857142857142857,0.375
"MT1F",0.166666666666667,0.166666666666667,0.571428571428571,0.666666666666667,0.333333333333333,0.222222222222222,0.285714285714286,0
"HSPB1",0,0,0,0,0,0,0,0
"TYMS",0,0,0,0,0,0,0.142857142857143,0
"CYBB",1,1,1,0.833333333333333,1,1,1,1
"RPN1",0,0,0,0,0,0,0,0
"RPN2",0,0,0,0,0,0.111111111111111,0,0
"GI2",0,0,0,0,0,0,0,0
"SLC4A2",0.5,0.666666666666667,0.285714285714286,0.166666666666667,0.444444444444444,0.444444444444444,0.571428571428571,0.625
"ATP1A1",0,0,0,0,0,0,0,0
"ATP1B1",0.166666666666667,0,0,0.5,0.333333333333333,0.111111111111111,0.142857142857143,0.375
"CHGB",0.666666666666667,0.833333333333333,0.571428571428571,0.5,0.777777777777778,0.888888888888889,0.714285714285714,1
"APP",0,0,0,0.5,0,0,0,0
"APOD",0.666666666666667,1,0.571428571428571,0.833333333333333,0.111111111111111,1,0.857142857142857,0.75
"ALDH2",0,0,0,0,0,0,0,0
"ITGB3",0.5,0.166666666666667,0.571428571428571,0.5,0.222222222222222,0.555555555555556,0.428571428571429,0.25
"ITGB2",0.166666666666667,0,0,0.166666666666667,0.111111111111111,0,0,0.25
"S100A8",0.5,0.666666666666667,0.571428571428571,0.833333333333333,0.666666666666667,0.333333333333333,1,0.625
"HMGN1",0,0,0,0,0,0,0,0
"SERPINB2",0.166666666666667,0.333333333333333,0.142857142857143,0.166666666666667,0.222222222222222,0.333333333333333,0.428571428571429,0.375
"SERPINE1",0,0,0.142857142857143,0,0.222222222222222,0,0,0.125
"PRKCG",0.5,0.333333333333333,0.857142857142857,1,1,0.888888888888889,0.857142857142857,0.75
"SLC25A5",0,0,0,0,0,0,0,0
"CFI",0.666666666666667,0,0.142857142857143,0.166666666666667,0.222222222222222,0.333333333333333,0,0
"ISG15",0,0,0,0,0,0,0,0
"MPO",0.833333333333333,1,0.857142857142857,0.833333333333333,1,1,1,1
"PCCA",0.166666666666667,0.166666666666667,0,0,0.111111111111111,0.222222222222222,0.142857142857143,0
"PCCB",0,0.166666666666667,0,0,0,0,0,0
"EIF2S1",0,0,0,0,0,0,0,0
"HMGN2",0.5,0.833333333333333,0.714285714285714,0.333333333333333,0.777777777777778,0.666666666666667,0.714285714285714,0.625
"FGF1",0.666666666666667,0.5,1,1,0.666666666666667,0.888888888888889,0.714285714285714,0.875
"ICAM1",0.166666666666667,0.333333333333333,0.285714285714286,0.333333333333333,0,0.111111111111111,0.142857142857143,0.375
"RPLP1",0,0,0,0,0,0,0,0
"RPLP2",0,0,0,0,0,0,0,0
"RPLP0",0,0,0,0,0,0,0,0
"JUN",0.166666666666667,0.166666666666667,0.428571428571429,0.666666666666667,0.222222222222222,0.666666666666667,0.142857142857143,0
"FABP3",0.166666666666667,0.5,0.714285714285714,0.5,0.333333333333333,0.555555555555556,0.285714285714286,0.5
"POLR3D",0,0,0,0,0,0,0,0
"SSB",0,0,0,0,0,0,0,0
"TFAP2A",0.166666666666667,0.166666666666667,0.285714285714286,0.5,0,0.222222222222222,0,0.5
"ITGB1",0,0,0,0,0,0,0,0
"PRKCB",0.5,0.666666666666667,0.428571428571429,0.166666666666667,0.333333333333333,0.666666666666667,0.714285714285714,0.875
"KRT18",0,0,0,0,0,0,0,0
"CALB1",0.833333333333333,0.666666666666667,0,0.833333333333333,0.777777777777778,0.333333333333333,0.142857142857143,0.5
"MYL1",0,0,0.142857142857143,0.166666666666667,0,0,0,0
"COL5A2",0,0,0.142857142857143,0.333333333333333,0,0.111111111111111,0.285714285714286,0
"CD1A",1,1,1,0.5,0.888888888888889,0.777777777777778,1,1
"CD5",1,1,0.714285714285714,0.666666666666667,0.666666666666667,0.777777777777778,0.857142857142857,0.875
"UROD",0,0,0,0,0,0,0,0
"LCK",1,1,0.285714285714286,0.166666666666667,0.444444444444444,0.666666666666667,0.428571428571429,0.75
"FYN",1,1,1,0.833333333333333,1,1,1,1
"BCHE",0.666666666666667,0.833333333333333,1,0.666666666666667,0.111111111111111,0.666666666666667,0.714285714285714,0.5
"GLA",0,0,0,0,0,0,0,0
"GSN",1,1,1,1,0.888888888888889,1,1,1
"RB1",0.166666666666667,0.333333333333333,0,0,0,0,0.285714285714286,0
"PGR",0,0.166666666666667,0,0.5,0,0.111111111111111,0.285714285714286,0.125
"PTMA",0,0,0,0,0,0,0,0
"CDK1",0,0,0,0,0,0,0,0
"ATP5B",0,0,0,0,0,0,0,0
"S100A9",0.333333333333333,1,0.571428571428571,0.666666666666667,0.333333333333333,0.333333333333333,0.714285714285714,0.5
"S100A6",0,0,0,0.166666666666667,0,0,0,0
"CD2",1,1,1,0.666666666666667,1,1,1,1
"EIF4E",0,0,0,0,0,0,0,0
"CEACAM5",0.666666666666667,0.333333333333333,0.428571428571429,0.666666666666667,0.111111111111111,0.555555555555556,0.714285714285714,0.25
"ENO1",0,0,0,0,0,0,0,0
"PYGL",0,0,0,0,0,0,0,0
"GPI",0,0,0,0,0,0,0,0
"POLB",0,0,0,0,0,0,0,0
"NPM1",0,0,0,0,0,0,0,0
"TPM3",0,0,0.571428571428571,0,0.222222222222222,0,0,0.25
"ITGAV",0,0,0.285714285714286,0,0,0,0,0
"LPL",0.666666666666667,0.5,0.285714285714286,0.333333333333333,0.333333333333333,0.555555555555556,0.142857142857143,0.5
"HEXA",0,0,0,0,0,0,0,0
"SERPINE2",1,1,1,1,0.777777777777778,0.888888888888889,1,1
"EPHX1",0,0.166666666666667,0.285714285714286,0.166666666666667,0.555555555555556,0.111111111111111,0.142857142857143,0.375
"DBI",0,0,0,0,0,0,0,0
"FABP1",0.166666666666667,0.166666666666667,0.571428571428571,0.666666666666667,0.111111111111111,0.555555555555556,0.142857142857143,0.5
"LDHB",0,0,0,0,0,0,0,0
"NEFL",0.166666666666667,0.166666666666667,0.142857142857143,0.166666666666667,0.111111111111111,0,0.142857142857143,0
"NEFM",0.333333333333333,0.333333333333333,0,0.166666666666667,0.333333333333333,0,0.428571428571429,0.125
"CENPB",0,0,0,0.166666666666667,0,0.111111111111111,0,0
"GPX1",0.166666666666667,0,0,0.166666666666667,0.111111111111111,0.222222222222222,0.142857142857143,0
"THBD",1,1,1,1,1,0.777777777777778,1,1
"PGK2",0.333333333333333,0.5,0.571428571428571,0.333333333333333,0,0.333333333333333,0.142857142857143,0.25
"PROS1",0.833333333333333,0.333333333333333,0.428571428571429,0.666666666666667,0.222222222222222,0.666666666666667,0.857142857142857,0.5
"P4HB",0,0,0,0,0,0,0,0
"H1F0",0,0.166666666666667,0,0.333333333333333,0,0,0,0
"ACYP1",0,0,0,0,0,0,0,0
"FES",0.5,0.333333333333333,0.142857142857143,0.5,0.222222222222222,0.777777777777778,0.142857142857143,0.25
"CTSD",0,0,0,0,0,0,0,0
"ANXA2",0,0,0,0,0,0,0,0
"CAPN1",0,0,0,0,0,0,0,0
"TUBB",0,0,0,0,0,0,0,0
"IVL",0,0.166666666666667,0.285714285714286,0.333333333333333,0.222222222222222,0,0,0
"PRSS2",0.5,0.5,0.285714285714286,0.166666666666667,0.444444444444444,0.444444444444444,0.142857142857143,0.25
"PSAP",0,0,0,0,0,0,0,0
"HEXB",0,0,0,0,0,0,0,0
"CTSL",0.166666666666667,0,0.285714285714286,0.5,0,0,0,0
"PFN1",0,0,0,0,0,0,0,0
"BPGM",0,0,0,0,0,0,0,0
"APRT",0,0,0,0,0,0,0,0
"CD3E",1,1,1,0.666666666666667,1,0.888888888888889,1,1
"EPRS",0,0,0,0,0,0,0,0
"CTSB",0,0,0,0,0,0,0,0
"HSP90AA1",0,0,0,0,0,0,0,0
"GALT",0,0.333333333333333,0,0.166666666666667,0,0,0,0
"HNRNPC",0,0,0,0,0,0,0,0
"UQCRH",0,0,0,0,0,0,0.285714285714286,0.125
"LAMB1",0,0,0,0.166666666666667,0,0,0,0
"YES1",0.166666666666667,0,0,0.333333333333333,0.222222222222222,0,0.142857142857143,0.125
"LYN",0.166666666666667,0.166666666666667,0.285714285714286,0.166666666666667,0.333333333333333,0.333333333333333,0.142857142857143,0.625
"TPM2",0.333333333333333,0.333333333333333,0.285714285714286,1,0.888888888888889,0.222222222222222,0.428571428571429,0.5
"FH",0,0,0,0,0,0,0,0
"ERCC1",0,0,0,0,0,0,0,0
"THBS1",0,0,0,0.166666666666667,0,0,0,0
"RSE1",1,1,1,1,1,1,0.857142857142857,1
"SP1",0,0,0,0,0,0,0,0
"IGF1R",0.666666666666667,0.5,0.428571428571429,0.333333333333333,0.333333333333333,0.333333333333333,0.714285714285714,0.5
"COL1A2",0.166666666666667,0,0.142857142857143,0.666666666666667,0.333333333333333,0.333333333333333,0.428571428571429,0
"ANXA6",0,0,0,0,0,0,0,0
"RHOC",0,0,0,0.5,0,0,0,0
"NGFR",0.833333333333333,0.666666666666667,1,0.833333333333333,0.777777777777778,1,0.857142857142857,0.875
"CD55",0.333333333333333,0.666666666666667,0.571428571428571,0.666666666666667,0.444444444444444,0.111111111111111,0.714285714285714,0.375
"ABCB1",0.666666666666667,0.666666666666667,0.428571428571429,0.666666666666667,0.555555555555556,0.555555555555556,0.285714285714286,0.5
"SERPI6",0.666666666666667,0.666666666666667,0.714285714285714,0.5,0.888888888888889,0.555555555555556,0.714285714285714,0.375
"SLC3A2",0,0,0,0,0,0,0,0
"GUSB",0.333333333333333,0.166666666666667,0.571428571428571,0,0.444444444444444,0.444444444444444,0.428571428571429,0.75
"PFKM",0,0,0,0,0,0,0,0
"HSP90AB1",0,0,0,0,0,0,0,0
"SRPR",0,0,0,0.166666666666667,0,0.111111111111111,0,0
"ASNS",0,0,0,0,0,0,0,0
"ELANE",1,1,0.857142857142857,0.833333333333333,0.888888888888889,1,0.857142857142857,0.875
"SYP",1,1,0.857142857142857,1,0.777777777777778,0.888888888888889,0.857142857142857,1
"MMP2",0.833333333333333,0.166666666666667,0.714285714285714,1,0.777777777777778,0.666666666666667,0.285714285714286,0.75
"GSTA2",0.333333333333333,0.333333333333333,0.714285714285714,0.833333333333333,0.888888888888889,0.777777777777778,0.857142857142857,0.75
"SOD3",0.666666666666667,0.666666666666667,0.428571428571429,0.833333333333333,0.777777777777778,0.666666666666667,0.571428571428571,0.25
"CTSG",0.5,0.333333333333333,1,0.166666666666667,0.555555555555556,0.555555555555556,0.285714285714286,0.875
"HMBS",0,0,0,0,0,0,0,0
"MME",0.333333333333333,0,0.428571428571429,0.333333333333333,0.222222222222222,0.444444444444444,0.571428571428571,0.25
"INHBA",0.5,0.833333333333333,1,1,0.777777777777778,1,0.857142857142857,0.25
"MGP",0.5,0.833333333333333,1,1,0.444444444444444,1,1,0.875
"PDHA1",0,0,0,0,0,0,0,0
"PLEK",1,1,0.857142857142857,0.666666666666667,0.444444444444444,1,1,0.5
"CD14",0.833333333333333,0.833333333333333,0.857142857142857,0.833333333333333,1,0.666666666666667,1,0.875
"COL4A2",0,0,0.285714285714286,0.333333333333333,0,0.111111111111111,0,0
