"","Breast","CNS","Colon","Leukemia","Melanoma","Non-Small Cell Lung","Ovarian","Renal"
"WWOX",0.5,0.5,0.142857142857143,0.333333333333333,0.444444444444444,0.444444444444444,0.571428571428571,0.625
"SMARCAL1",0,0,0,0.166666666666667,0,0.111111111111111,0,0
"GLTP",0,0,0,0,0,0,0,0
"AHSP",0.833333333333333,0.666666666666667,0.857142857142857,0.833333333333333,0.888888888888889,0.888888888888889,0.857142857142857,0.75
"SPG21",0,0,0,0,0,0,0,0
"MRPL35",0.833333333333333,1,0.714285714285714,0.333333333333333,0.666666666666667,0.666666666666667,0.857142857142857,1
"NINJ2",1,1,1,0.666666666666667,1,1,1,1
"IL36G",1,1,1,1,1,1,1,0.875
"GRHL1",0.5,0.666666666666667,0.142857142857143,0.833333333333333,1,0.555555555555556,0.142857142857143,0.75
"TFCP2L1",0.833333333333333,1,0.857142857142857,1,0.888888888888889,1,0.857142857142857,1
"UBP1",0,0,0,0,0,0,0,0
"IGF2BP1",0.5,0.333333333333333,0.571428571428571,0,0.111111111111111,0.111111111111111,0.285714285714286,0.125
"DTL",0.166666666666667,0,0.142857142857143,0,0.111111111111111,0,0.285714285714286,0.375
"SACS",0,0,0,0,0,0,0,0
"EIF2AK3",1,1,1,1,1,1,1,0.875
"COQ3",0.166666666666667,0.5,0.142857142857143,0,0.222222222222222,0.333333333333333,0.142857142857143,0.125
"MTCH1",0.166666666666667,0.333333333333333,0.285714285714286,0.333333333333333,0.111111111111111,0.111111111111111,0.285714285714286,0.125
"NUDT4",0,0,0,0,0,0,0,0
"CECR1",0.833333333333333,0.833333333333333,0.714285714285714,0.5,1,1,1,1
"HSPBP1",0,0,0,0,0,0,0,0
"RGL1",0.833333333333333,0.833333333333333,0.857142857142857,0.833333333333333,0.666666666666667,1,1,0.75
"MAT2B",0,0,0,0,0,0,0,0
"MYOF",0,0,0,0,0,0,0,0
"ITSN2",0,0,0,0,0,0,0,0
"GLTSCR1",0,0,0,0.333333333333333,0.111111111111111,0.111111111111111,0.285714285714286,0.25
"GLTSCR2",0,0,0,0,0,0,0,0
"IL1RAPL1",1,1,0.571428571428571,0.833333333333333,1,0.888888888888889,0.857142857142857,0.5
"EHD3",0.5,0,0.714285714285714,0.666666666666667,0.555555555555556,0.111111111111111,0.285714285714286,0.375
"EHD2",0,0,0,0,0,0,0,0
"ARHGEF12",0,0,0,0,0,0,0,0
"CNOT2",0,0,0,0,0,0,0,0
"NCKIPSD",0,0,0,0,0,0,0,0
"CD274",1,0.833333333333333,0.571428571428571,0.833333333333333,0.777777777777778,0.333333333333333,0.857142857142857,0.75
"TMOD2",0.166666666666667,0,0,0,0,0,0.142857142857143,0.125
"CALML5",0.5,1,0.285714285714286,0.666666666666667,0.666666666666667,0.666666666666667,0.571428571428571,0.625
"OGFR",0,0,0,0,0,0,0,0
"FLRT3",1,0.833333333333333,0.714285714285714,0.833333333333333,0.444444444444444,0.777777777777778,0.857142857142857,0.875
"LMCD1",0,0,0,0.166666666666667,0,0,0,0
"CRIM1",0.5,0.5,1,1,0.777777777777778,0.777777777777778,0.857142857142857,0.5
"MPP6",0,0,0,0,0,0,0,0
"CHMP5",0,0,0,0,0,0,0,0
"COMMD9",0,0,0,0,0,0,0,0
"CNIH4",0.333333333333333,0.166666666666667,0.428571428571429,0.666666666666667,0.444444444444444,0.333333333333333,0.571428571428571,0.375
"CWC15",0,0,0,0,0,0,0,0
"MRPL15",0,0,0,0,0,0,0,0
"THYN1",0,0,0,0,0,0,0,0
"CRIPT",0,0,0,0,0,0,0,0
"CCDC59",0,0.333333333333333,0,0,0.111111111111111,0,0,0
"NDUFAF4",0,0.166666666666667,0.142857142857143,0,0,0,0,0.25
"HACD3",0.333333333333333,0.166666666666667,0,0,0,0,0,0.375
"MED11",0.166666666666667,0.166666666666667,0,0,0.111111111111111,0,0.142857142857143,0.25
"CCDC167",1,1,1,0.666666666666667,0.888888888888889,1,1,0.875
"EMC3",0.666666666666667,0.166666666666667,0.428571428571429,0.166666666666667,0.333333333333333,0.333333333333333,0.857142857142857,0.375
"NDUFA13",0,0.166666666666667,0.142857142857143,0,0.111111111111111,0.111111111111111,0,0.125
"PDP1",0.166666666666667,0,0.142857142857143,0.166666666666667,0,0.222222222222222,0,0
"KCMF1",0,0,0,0,0,0,0,0
"RAI14",0,0,0,0.166666666666667,0,0,0,0
"FOXJ2",0.666666666666667,0,0.285714285714286,0.5,0.222222222222222,0.222222222222222,0.571428571428571,0.125
"VAPA",0,0,0,0,0,0,0,0
"MARK1",0.833333333333333,0.833333333333333,1,1,1,0.888888888888889,1,1
"H2AFY2",0,0,0,0,0,0,0,0
"MRPL27",0,0.166666666666667,0,0,0,0,0.142857142857143,0
"TBC1D7",0,0.166666666666667,0.428571428571429,0.166666666666667,0,0.222222222222222,0.142857142857143,0.125
"RNF181",0,0,0,0,0,0,0,0
"C6orf203",0,0,0,0,0,0,0,0
"GSKIP",0,0,0.285714285714286,0.166666666666667,0.222222222222222,0,0,0
"COX16",0.333333333333333,0.666666666666667,0.142857142857143,0.166666666666667,0.111111111111111,0,0.428571428571429,0.25
"TMEM14C",0.833333333333333,1,1,0.833333333333333,1,0.888888888888889,1,0.875
"TMEM9",0.833333333333333,0.833333333333333,0.714285714285714,0.666666666666667,0.444444444444444,0.888888888888889,0.857142857142857,0.75
"SENP1",0,0,0,0,0,0,0,0
"CXXC1",0,0,0,0,0,0,0,0
"SH3BP4",0,0,0.142857142857143,0.5,0,0.111111111111111,0,0
"10-Sep",0,0,0,0,0,0,0,0
"HMG20B",0,0,0,0,0,0,0,0
"SCHIP1",0.333333333333333,0,0.714285714285714,0.5,0.111111111111111,0.111111111111111,0,0
"PIPOX",0.833333333333333,0.5,0.571428571428571,0.333333333333333,0.666666666666667,0.888888888888889,1,0.875
"GMIP",0.166666666666667,0,0,0,0,0,0.142857142857143,0
"NTM",1,1,1,1,0.888888888888889,1,1,1
"ABRACL",0,0,0,0,0,0,0,0
"VPS54",0,0,0,0,0,0,0,0.25
"MDFIC",0.833333333333333,0.666666666666667,1,1,0.888888888888889,0.888888888888889,1,1
"ZNRD1",0,0.166666666666667,0.142857142857143,0,0,0.111111111111111,0,0.125
"ACTR3B",0.5,0.833333333333333,0.142857142857143,0.5,0.888888888888889,0.444444444444444,0.571428571428571,0.75
"PIM2",1,0.666666666666667,0.857142857142857,0.666666666666667,0.888888888888889,1,1,1
"CAMSAP3",0.333333333333333,0.833333333333333,0,0.333333333333333,0.111111111111111,0.333333333333333,0,0.5
"PHRF1",0,0,0,0,0,0,0,0
"ZBTB4",0.833333333333333,0.833333333333333,1,1,0.888888888888889,0.888888888888889,0.857142857142857,0.75
"CALCOCO1",0.166666666666667,0.166666666666667,0.142857142857143,0.166666666666667,0.222222222222222,0.333333333333333,0.142857142857143,0.25
"KIAA1522",0,0,0,0.5,0.111111111111111,0.111111111111111,0,0
"CEP72",0.666666666666667,0.333333333333333,0.285714285714286,0,0.555555555555556,0.555555555555556,0.571428571428571,0.625
"POGK",0.333333333333333,0,0,0,0.111111111111111,0.111111111111111,0.428571428571429,0.125
"CCDC88C",0,0,0,0,0.111111111111111,0,0,0.125
"ARHGAP23",0.166666666666667,0.166666666666667,0.285714285714286,0.333333333333333,0.222222222222222,0.111111111111111,0.142857142857143,0
"NYAP2",1,0.833333333333333,1,1,0.888888888888889,1,0.857142857142857,1
"STIM2",0.166666666666667,0,0.428571428571429,0.333333333333333,0,0.333333333333333,0.571428571428571,0.25
"VPS18",0,0,0,0,0,0,0,0
"RCC2",0,0,0,0,0,0,0,0
"KIAA1468",0,0,0,0,0,0,0,0
"DIP2B",0,0,0,0,0,0,0,0
"KIAA1462",0.333333333333333,1,0.285714285714286,0.5,0.444444444444444,0.111111111111111,0.428571428571429,0
"SLAIN2",0,0,0,0,0,0,0,0
"TENM3",0,0,0,0.166666666666667,0.111111111111111,0,0.142857142857143,0.125
"USP36",0,0,0,0,0,0,0,0
"BCCIP",0,0,0,0,0,0,0,0
"STK26",0.166666666666667,0,0,0,0.111111111111111,0,0.142857142857143,0
"COPZ2",0.666666666666667,0.166666666666667,0.857142857142857,0.666666666666667,0.666666666666667,0.777777777777778,0.571428571428571,0.125
"ABI3",0.5,0.166666666666667,0.142857142857143,0,0,0.222222222222222,0,0.375
"PTGFRN",0.333333333333333,0,0,0.5,0.111111111111111,0.333333333333333,0.142857142857143,0.125
"CTTNBP2NL",0,0,0,0,0,0,0,0
"CFAP97",0.5,0.166666666666667,0.142857142857143,0,0.111111111111111,0.333333333333333,0.428571428571429,0.125
"TMEM181",0.833333333333333,0.333333333333333,0.571428571428571,0.833333333333333,0.111111111111111,0.777777777777778,0.714285714285714,0.875
"IBTK",0,0,0,0,0,0,0,0
"CHD7",0,0,0.142857142857143,0.333333333333333,0,0.222222222222222,0,0.125
"HEATR5B",0,0,0,0,0,0,0,0
"DH1",0,0,0.142857142857143,0.666666666666667,0.333333333333333,0.333333333333333,0.428571428571429,0.25
"UNC79",0,0.666666666666667,0.142857142857143,0,0.222222222222222,0.111111111111111,0.142857142857143,0.375
"ZNFX1",0,0,0,0,0,0,0,0
"CHPF2",0.166666666666667,0,0.428571428571429,0,0.111111111111111,0.111111111111111,0.571428571428571,0.125
"RRBP1",0,0,0,0,0,0,0,0
"SIPA1L2",0,0,0.142857142857143,0,0,0.111111111111111,0.285714285714286,0
"ANKIB1",0.333333333333333,0,0.142857142857143,0.166666666666667,0.111111111111111,0.111111111111111,0.142857142857143,0
"KLHL14",0.5,0.5,0.714285714285714,0.666666666666667,0.222222222222222,0.888888888888889,0.571428571428571,0.625
"USP35",0.833333333333333,1,0.714285714285714,0.833333333333333,0.555555555555556,0.777777777777778,1,0.875
"CPSF2",0,0,0,0,0,0,0,0
"KLHL9",0.166666666666667,0,0,0.5,0.111111111111111,0,0.142857142857143,0.125
"LARS",0,0,0,0,0,0,0,0
"ZNF624",1,0.833333333333333,0.857142857142857,0.833333333333333,0.666666666666667,0.666666666666667,0.571428571428571,0.5
"PDP2",0.666666666666667,0.666666666666667,0.285714285714286,0,0.444444444444444,0.444444444444444,0.428571428571429,0.75
"CC2D2A",0.666666666666667,0.666666666666667,0.714285714285714,0.666666666666667,0.777777777777778,0.888888888888889,0.714285714285714,0.625
"TXNDC16",0,0.333333333333333,0.285714285714286,0.5,0.111111111111111,0.444444444444444,0.142857142857143,0.25
"RCOR3",0.166666666666667,0,0,0,0,0,0.142857142857143,0.125
"MYEF2",0,0,0.285714285714286,0.333333333333333,0,0,0,0
"KLHL42",0.166666666666667,0,0.285714285714286,0.166666666666667,0.111111111111111,0,0,0.5
"EIF2AK4",0,0,0.142857142857143,0,0,0,0,0
"WDR35",0.166666666666667,0,0,0.666666666666667,0,0,0.571428571428571,0.25
"TBC1D14",0.833333333333333,0.833333333333333,0.285714285714286,0.666666666666667,0.111111111111111,0.444444444444444,0.714285714285714,0.375
"CGN",0,0,0,0,0,0,0,0
"ADAMTS9",0.666666666666667,0.833333333333333,1,0.833333333333333,1,0.777777777777778,0.857142857142857,1
"RBM27",0,0,0,0,0,0,0,0
"KANSL3",0.333333333333333,0.333333333333333,0,0,0.222222222222222,0.333333333333333,0.428571428571429,0.25
"HECW2",0.166666666666667,0.333333333333333,0.428571428571429,0.5,0.555555555555556,0.444444444444444,0.142857142857143,0.5
"STARD9",0.666666666666667,1,0.571428571428571,0.5,0.666666666666667,0.777777777777778,0.857142857142857,0.875
"FRMD4A",0,0.166666666666667,0.142857142857143,0.166666666666667,0,0.333333333333333,0.428571428571429,0
"ANKFY1",0,0,0,0,0,0,0,0
"RERE",0,0,0,0,0,0,0,0.125
"SUCLA2",0,0,0,0,0,0,0,0
"WRAP73",0,0,0,0,0,0,0,0.375
"GMPR2",0,0,0,0,0,0,0,0
"PSMC3IP",0,0,0,0,0.222222222222222,0,0.142857142857143,0.125
"STX18",1,1,0.857142857142857,0.666666666666667,0.888888888888889,0.777777777777778,0.857142857142857,0.75
"DPM3",0.333333333333333,0.166666666666667,0.142857142857143,0,0.111111111111111,0.333333333333333,0.142857142857143,0.5
"IMPACT",0,0.166666666666667,0,0.333333333333333,0,0,0,0
"ZNF219",1,1,1,1,0.666666666666667,0.888888888888889,0.857142857142857,0.875
"UVRAG",0,0,0.142857142857143,0,0,0.111111111111111,0.285714285714286,0
"ATXN10",0,0,0,0,0,0,0,0
"MBD2",0,0,0,0,0,0,0,0
"NCDN",0,0,0,0,0,0,0,0
"TFIP11",0,0,0,0,0,0,0,0
"EPS15L1",0.333333333333333,0,0.428571428571429,0.333333333333333,0.222222222222222,0.111111111111111,0.142857142857143,0.875
"DNMT3B",0.333333333333333,0.666666666666667,1,0.333333333333333,0.777777777777778,0.666666666666667,0.142857142857143,0.5
"MYO1A",0.333333333333333,0.166666666666667,0.285714285714286,0,0.444444444444444,0.444444444444444,0.571428571428571,0.5
"SPRR3",1,1,0.714285714285714,1,1,0.555555555555556,1,1
"ORC3",0,0,0,0,0,0,0,0
"SAE1",0,0,0,0,0,0,0,0
"MAGEC2",0.5,0.333333333333333,0.571428571428571,0.666666666666667,0.333333333333333,0.888888888888889,0.857142857142857,0.75
"COPG2",0,0,0,0,0,0,0,0
"RNF7",0,0,0,0,0,0,0,0.125
"PI4KB",0,0,0,0,0,0,0,0
"MRC2",0.333333333333333,0,0.714285714285714,0,0,0.222222222222222,0.428571428571429,0
"RBPJL",0.833333333333333,0.666666666666667,0.428571428571429,0.666666666666667,0.777777777777778,0.666666666666667,0.142857142857143,0.5
"XPR1",0.833333333333333,1,1,0.666666666666667,0.888888888888889,0.555555555555556,0.857142857142857,0.875
"COMMD3",0,0,0,0,0,0,0,0
"STOML1",0.833333333333333,0.5,1,0.5,0.666666666666667,0.666666666666667,0.857142857142857,0.75
"GNG12",0,0,0,0.833333333333333,0,0.111111111111111,0,0
"HECA",0.5,0.666666666666667,0.571428571428571,0.333333333333333,0.777777777777778,0.888888888888889,0.571428571428571,0.625
"RABL2B",0.166666666666667,0,0,0.166666666666667,0.111111111111111,0,0,0
"MTRR",0.166666666666667,0,0,0,0,0,0,0
"UXT",0,0,0,0.166666666666667,0,0,0,0
"ARPP21",0.5,0.666666666666667,0.714285714285714,0.333333333333333,0.555555555555556,0.444444444444444,0.571428571428571,0.375
"ASH2L",0,0,0,0,0,0,0,0
"CPNE7",0.666666666666667,1,0.142857142857143,0.166666666666667,0.444444444444444,0.222222222222222,0.714285714285714,0.125
"DHCR7",0.666666666666667,0.666666666666667,0.571428571428571,0.5,0.444444444444444,0.666666666666667,0.714285714285714,0.625
"HDAC6",0,0.166666666666667,0,0,0,0,0,0
"SPAST",0,0,0,0,0,0,0,0
"DKK3",0.833333333333333,0.166666666666667,0.857142857142857,0.833333333333333,0.777777777777778,0.666666666666667,0.714285714285714,0.125
"METTL1",0,0,0,0,0,0,0,0
"GULP1",0,0,0.285714285714286,0.5,0,0,0.142857142857143,0
"VPS29",0,0,0,0,0,0,0,0
"EIF3K",0,0,0,0,0,0,0,0
"GRHPR",0,0,0,0,0,0,0,0
"CTSZ",0.166666666666667,0.166666666666667,0,0.333333333333333,0,0.222222222222222,0,0
"RPS6KB2",0.333333333333333,0.333333333333333,0.142857142857143,0,0.555555555555556,0,0,0.125
"DJB9",0.5,0.5,0.285714285714286,0.5,0.111111111111111,0.444444444444444,0.285714285714286,0.5
"DJB11",0,0,0,0,0,0,0,0
"RNF14",0,0,0,0,0,0,0,0
"UBA2",0,0,0,0,0,0,0,0
"POLK",0.333333333333333,0.333333333333333,0.285714285714286,0,0.111111111111111,0.444444444444444,0.571428571428571,0.125
"CTNL1",0,0,0,0,0,0,0,0
"DBF4",0.5,0.333333333333333,0.285714285714286,0,0.222222222222222,0.555555555555556,0.285714285714286,0.625
"MORF4L1",0,0,0,0,0,0,0,0
"NXF1",0,0,0,0,0,0,0,0
"SEL1L",0.333333333333333,0.333333333333333,0.285714285714286,0,0.111111111111111,0.333333333333333,0.428571428571429,0.25
"B4GALT7",0.5,0.666666666666667,0.714285714285714,0.666666666666667,0.666666666666667,0.222222222222222,0.571428571428571,0.625
"PEF1",0,0,0,0,0,0,0,0
"BIN2",0.5,0.833333333333333,0.571428571428571,0.166666666666667,0.555555555555556,0.888888888888889,0.714285714285714,0.75
"ZMYM2",0,0,0,0,0.111111111111111,0,0,0
"COPS7A",0,0,0,0,0,0,0,0
"SLC25A10",0.833333333333333,0.833333333333333,0,0.166666666666667,0.666666666666667,0.444444444444444,0.714285714285714,0.625
"FBLN5",0.833333333333333,0.833333333333333,0.714285714285714,1,0.666666666666667,0.777777777777778,0.571428571428571,0.625
"HSPB7",0.833333333333333,0.666666666666667,1,0.666666666666667,0.555555555555556,0.777777777777778,0.857142857142857,1
"APEX2",0,0,0,0,0,0.111111111111111,0.142857142857143,0.25
"PPP1R1B",0.666666666666667,1,0.428571428571429,1,0.888888888888889,1,0.857142857142857,0.875
"AASS",0.166666666666667,0.166666666666667,0.142857142857143,0.333333333333333,0.111111111111111,0.444444444444444,0.285714285714286,0.25
"CLIP2",0,0,0,0,0,0,0,0
"UQCR10",0,0.333333333333333,0,0,0,0.111111111111111,0,0.25
"SEC14L4",0.833333333333333,1,0.571428571428571,1,0.666666666666667,0.666666666666667,1,0.875
"MTFP1",1,1,1,0.666666666666667,1,1,0.714285714285714,0.75
"TJP2",0,0,0,0,0,0,0,0
"DJB4",0,0,0,0,0,0,0,0
"MALT1",0,0,0,0.166666666666667,0,0,0,0
"STK17A",0.333333333333333,0,0.571428571428571,0.333333333333333,0.111111111111111,0.222222222222222,0.285714285714286,0.125
"CFDP1",0,0,0,0,0,0,0,0
"ZNF629",0.5,0.666666666666667,0.142857142857143,0.166666666666667,0.777777777777778,0.333333333333333,0.428571428571429,0.375
"DAXX",0,0,0,0,0,0,0,0
"FTSJ1",0,0,0,0,0,0,0,0
"VTI1B",0,0.333333333333333,0.142857142857143,0.166666666666667,0.111111111111111,0.333333333333333,0.285714285714286,0.625
"STK39",0,0,0,0,0,0,0,0
"ADD3",0.833333333333333,1,0.857142857142857,1,1,1,1,1
"FBXL17",0.166666666666667,0.166666666666667,0.142857142857143,0.166666666666667,0.111111111111111,0,0,0
"LRWD1",0,0,0,0,0,0,0,0
"CNOT8",0.333333333333333,0,0,0,0.111111111111111,0,0.142857142857143,0
"C19orf25",0,0,0,0,0,0,0,0
"NIPSP3A",0,0.166666666666667,0,0,0,0,0.142857142857143,0.125
"CGGBP1",0,0,0,0,0,0,0,0
"IFT172",0,0,0.285714285714286,0,0.111111111111111,0,0,0
"PISD",0.166666666666667,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,0.125
"ABCF2",0,0,0,0,0,0,0,0
"MTRF1L",1,0.833333333333333,1,1,0.888888888888889,0.777777777777778,1,1
"SLC23A2",1,0.666666666666667,1,1,0.666666666666667,0.888888888888889,0.857142857142857,0.875
"TES",0,0.666666666666667,0,0.166666666666667,0,0,0,0
"PRKAG2",0,0,0,0,0,0,0,0
"TUBGCP4",0,0,0,0,0,0,0,0
"STAP2",0.333333333333333,0.833333333333333,0.142857142857143,0.666666666666667,0.444444444444444,0.555555555555556,0.285714285714286,0
"SERGEF",0.5,0.333333333333333,0.285714285714286,0.166666666666667,0.111111111111111,0.333333333333333,0.285714285714286,0.625
"KDM5B",0,0,0.285714285714286,0.333333333333333,0,0.222222222222222,0.142857142857143,0.125
"DMBT1",1,0.666666666666667,0.571428571428571,0.833333333333333,0.777777777777778,0.777777777777778,0.714285714285714,0.875
"WARS2",0.166666666666667,0.166666666666667,0.285714285714286,0.333333333333333,0.111111111111111,0.666666666666667,0.285714285714286,0.25
"PARP2",0.166666666666667,0,0,0,0,0,0,0
"LIMD1",0,0,0,0,0,0,0,0
"POLL",0.333333333333333,0.166666666666667,0,0,0.111111111111111,0.333333333333333,0,0
"SEC63",0.333333333333333,0.166666666666667,0.142857142857143,0.166666666666667,0.222222222222222,0.111111111111111,0.428571428571429,0.5
"SLC2A6",0.833333333333333,0.833333333333333,1,0.666666666666667,0.888888888888889,0.888888888888889,0.714285714285714,0.875
"ZC3H7B",0,0,0,0,0,0,0,0
"SUSD2",0.666666666666667,0.333333333333333,0.571428571428571,0.166666666666667,0.111111111111111,0.111111111111111,0.142857142857143,0.5
"TCF20",0,0,0,0,0,0,0,0
"HMGXB4",0.166666666666667,0.5,0.571428571428571,0.166666666666667,0.777777777777778,0.555555555555556,0.714285714285714,0.5
"NDRG3",0,0,0,0,0,0,0,0
"NOL12",0.166666666666667,0.5,0,0.166666666666667,0,0,0.571428571428571,0.125
"3-Sep",0,0.333333333333333,0,0.166666666666667,0.111111111111111,0.111111111111111,0,0.25
"APOBEC3B",0,0,0,0.166666666666667,0,0.222222222222222,0,0
"SRRD",0.333333333333333,0.333333333333333,0.428571428571429,0.333333333333333,0.444444444444444,0.333333333333333,0.285714285714286,0.75
"ARMCX3",0,0,0.142857142857143,0,0,0.111111111111111,0.285714285714286,0
"SWAP70",0,0,0,0,0,0,0,0
"MLX",0.5,0.666666666666667,0,0.166666666666667,0.111111111111111,0.222222222222222,0.428571428571429,0.25
"SUN2",0.5,0.666666666666667,0.714285714285714,0.333333333333333,0.444444444444444,0.777777777777778,0.857142857142857,0.25
"SS18L2",0.333333333333333,0.166666666666667,0.142857142857143,0.166666666666667,0.333333333333333,0.333333333333333,0.285714285714286,0.25
"RSL24D1",0,0,0,0,0,0,0,0
"LAMTOR3",0,0,0,0,0,0,0,0
"NDOR1",0.333333333333333,0.166666666666667,0.142857142857143,0,0,0.111111111111111,0,0
"LIMA1",0.5,0.166666666666667,0.714285714285714,1,0.444444444444444,0.333333333333333,0.428571428571429,0.25
"AFF4",0,0,0,0,0,0,0,0
"SRP68",0,0,0,0,0,0,0,0
"MKRN1",0,0,0,0,0.111111111111111,0.111111111111111,0.142857142857143,0
"CHORDC1",0,0,0,0,0,0,0,0
"TBK1",0,0,0,0,0,0,0,0
"9-Sep",0,0,0,0,0,0,0,0
"UBQLN2",0,0,0,0,0,0,0,0
"EGFL7",0.666666666666667,0.5,0.714285714285714,0.666666666666667,0.333333333333333,0.333333333333333,0.285714285714286,0.375
"IL17B",0.5,0.5,0.428571428571429,0.833333333333333,0.888888888888889,0.444444444444444,0.571428571428571,0.375
"TRPS1",0,0,0.428571428571429,0,0,0.111111111111111,0,0.25
"DCDC2",0.5,0.5,0.428571428571429,0.666666666666667,0.555555555555556,0.444444444444444,0.285714285714286,0
"PCSK1N",0.666666666666667,0.833333333333333,0.857142857142857,1,0.888888888888889,0.777777777777778,0.857142857142857,0.875
"PCYOX1",0,0,0,0,0,0,0,0
"DDX20",0,0,0,0,0,0,0,0
"ADAMTS1",0.166666666666667,0.166666666666667,0.571428571428571,0.666666666666667,0,0.444444444444444,0.285714285714286,0.125
"SFMBT1",1,0.833333333333333,0.428571428571429,0.833333333333333,1,0.777777777777778,0.428571428571429,0.25
"SHPK",0,0,0,0,0,0,0,0
"NUFIP1",0,0.166666666666667,0,0,0,0.222222222222222,0,0.125
"AMACR",0.833333333333333,0.833333333333333,0.285714285714286,0.5,0.333333333333333,0.333333333333333,1,0.5
"DDX25",1,1,0.714285714285714,0.833333333333333,0.888888888888889,0.888888888888889,0.857142857142857,1
"DPP7",0.166666666666667,0,0,0,0,0.111111111111111,0.142857142857143,0.125
"GTF2IRD1",0.333333333333333,0.833333333333333,0.571428571428571,0.833333333333333,0.888888888888889,0.666666666666667,0.571428571428571,0.375
"POLG2",0.666666666666667,0.833333333333333,0.428571428571429,0.333333333333333,0.555555555555556,0.666666666666667,0.714285714285714,0.625
"TMEM2",0.333333333333333,0.333333333333333,0,0,0.111111111111111,0.111111111111111,0.285714285714286,0
"USP25",0,0,0,0,0.111111111111111,0.111111111111111,0,0
"RF",0.166666666666667,0,0.142857142857143,0,0.111111111111111,0.333333333333333,0.571428571428571,0.375
"BCAP29",0.666666666666667,0.166666666666667,0.714285714285714,0.333333333333333,0.222222222222222,0.333333333333333,1,0.75
"WBP5",0.5,0.166666666666667,0.285714285714286,0.666666666666667,0.111111111111111,0.333333333333333,0.142857142857143,0.25
"CYB5R1",0,0.666666666666667,0.428571428571429,0.333333333333333,0,0.111111111111111,0.142857142857143,0.375
"BAIAP2L1",0,0,0,0.333333333333333,0,0,0,0
"SAP30BP",0,0,0,0,0,0,0,0
"ZNHIT2",0,0,0,0,0,0,0,0
"RAPGEFL1",0.833333333333333,1,0.857142857142857,1,1,1,1,1
"MED13",0,0,0,0,0,0,0,0
"PFDN2",0,0,0,0,0,0,0,0
"GPN3",0,0,0,0,0,0,0,0
"SLC12A6",0.666666666666667,0.666666666666667,0.571428571428571,0.333333333333333,0.444444444444444,0.444444444444444,0.571428571428571,0.625
"PUF60",0,0,0,0,0,0,0,0
"EMR2",1,1,0.714285714285714,0.5,1,0.555555555555556,1,1
"NRBP1",0,0,0,0,0,0,0,0
"ENOPH1",0,0,0,0,0,0,0,0
"FEZ2",0,0,0,0.5,0,0.111111111111111,0,0
"NDUFA12",0,0.166666666666667,0,0,0,0,0,0
"EIF2B4",0,0,0,0,0,0,0,0
"ATP6V1H",0,0,0,0,0,0,0,0
"RABAC1",0,0,0.142857142857143,0.166666666666667,0.111111111111111,0.111111111111111,0,0.125
"TAGLN3",0.333333333333333,0,0.285714285714286,0.333333333333333,0.666666666666667,0.333333333333333,0.285714285714286,0
"IPO11",0,0,0,0,0,0,0,0
"TRMT112",0,0,0,0,0,0,0,0
"GLS2",1,0.833333333333333,0.714285714285714,0.833333333333333,0.888888888888889,1,1,0.875
"DACH1",1,0.5,0.714285714285714,0.666666666666667,1,0.888888888888889,0.714285714285714,1
"CPA4",0.333333333333333,0.166666666666667,0.714285714285714,1,0.888888888888889,0.555555555555556,0.714285714285714,0.5
"FTSJ2",0.5,0.333333333333333,0,0.166666666666667,0,0.333333333333333,0,0.125
"CTN3",0.333333333333333,0.666666666666667,0.428571428571429,0.666666666666667,0.333333333333333,0.333333333333333,0.142857142857143,0.125
"MAD2L2",0.166666666666667,0,0.428571428571429,0,0,0.111111111111111,0.285714285714286,0.375
"XPO7",0,0,0,0,0,0,0,0
"CD84",1,1,1,0.5,1,1,1,1
"LCMT1",0,0,0,0,0,0,0,0
"VPS51",0,0,0,0,0,0,0,0
"ZNF639",0.666666666666667,0.833333333333333,0.285714285714286,0,0.444444444444444,0.333333333333333,0.285714285714286,0.625
"BAZ2A",0,0,0,0,0,0,0,0
"BAZ1B",0,0,0,0,0,0,0,0
"ATPIF1",0.166666666666667,0.333333333333333,0.285714285714286,0.166666666666667,0.333333333333333,0.666666666666667,0.285714285714286,0.125
"HERC5",0,0.166666666666667,0.142857142857143,0.166666666666667,0.111111111111111,0.333333333333333,0,0
"AK3",0,0,0,0,0,0,0,0
"SCOC",0,0,0,0.333333333333333,0,0.222222222222222,0,0
"PHF11",1,0.833333333333333,0.857142857142857,0.666666666666667,0.888888888888889,0.888888888888889,1,0.875
"FKBPL",0,0,0.285714285714286,0,0.222222222222222,0.111111111111111,0,0.25
"LNPEP",0,0,0.142857142857143,0,0,0,0,0
"MBD1",0.5,0.166666666666667,0.571428571428571,0,0.444444444444444,0.333333333333333,0.285714285714286,0.5
"SIX4",0.166666666666667,0.333333333333333,0,0.833333333333333,0,0.222222222222222,0.142857142857143,0.375
"CNOT7",0,0,0,0,0,0,0,0
"PLX1",0,0,0,0,0,0.111111111111111,0,0
"TSPYL4",0.833333333333333,0.666666666666667,0.857142857142857,0.833333333333333,0.777777777777778,0.888888888888889,0.857142857142857,0.375
"GGT7",0.666666666666667,0.5,0.857142857142857,1,0.666666666666667,0.888888888888889,0.571428571428571,0.875
"RABGEF1",0,0,0,0,0,0,0,0
